date,game_pk,venue_id,venue,venue_key,total_runs,home_win
2025-07-11,777148,3312,Target Field,id:3312,3,1.0
2025-07-11,777149,32,American Family Field,id:32,11,1.0
2025-07-11,777150,1,Angel Stadium,id:1,11,1.0
2025-07-11,777151,7,Kauffman Stadium,id:7,11,0.0
2025-07-11,777152,2529,Sutter Health Park,id:2529,13,0.0
2025-07-11,777153,3313,Yankee Stadium,id:3313,11,1.0
2025-07-11,777154,2392,Daikin Park,id:2392,10,0.0
2025-07-11,777155,3,Fenway Park,id:3,9,1.0
2025-07-11,777157,2,Oriole Park at Camden Yards,id:2,7,1.0
2025-07-11,777160,2602,Great American Ball Park,id:2602,5,0.0
2025-07-11,777161,2394,Comerica Park,id:2394,15,0.0
2025-07-11,777164,4,Rate Field,id:4,6,0.0
2025-07-12,777126,2680,Petco Park,id:2680,9,1.0
2025-07-12,777127,2395,Oracle Park,id:2395,3,0.0
2025-07-12,777131,1,Angel Stadium,id:1,15,1.0
2025-07-12,777132,2529,Sutter Health Park,id:2529,7,1.0
2025-07-12,777133,2889,Busch Stadium,id:2889,13,0.0
2025-07-12,777134,3312,Target Field,id:3312,16,1.0
2025-07-12,777135,32,American Family Field,id:32,11,1.0
2025-07-12,777136,7,Kauffman Stadium,id:7,4,0.0
2025-07-12,777137,2392,Daikin Park,id:2392,9,1.0
2025-07-12,777138,4,Rate Field,id:4,8,0.0
2025-07-12,777140,2602,Great American Ball Park,id:2602,7,1.0
2025-07-12,777141,2,Oriole Park at Camden Yards,id:2,6,0.0
2025-07-12,777142,3313,Yankee Stadium,id:3313,7,0.0
2025-07-12,777144,3,Fenway Park,id:3,1,1.0
2025-07-12,777145,2394,Comerica Park,id:2394,22,0.0
2025-07-13,777113,3312,Target Field,id:3312,3,0.0
2025-07-13,777115,1,Angel Stadium,id:1,6,0.0
2025-07-13,777116,2529,Sutter Health Park,id:2529,9,1.0
2025-07-13,777117,2680,Petco Park,id:2680,3,0.0
2025-07-13,777118,2889,Busch Stadium,id:2889,9,1.0
2025-07-13,777119,2395,Oracle Park,id:2395,7,0.0
2025-07-13,777120,4,Rate Field,id:4,11,0.0
2025-07-13,777121,2394,Comerica Park,id:2394,12,0.0
2025-07-13,777122,3313,Yankee Stadium,id:3313,5,0.0
2025-07-13,777123,32,American Family Field,id:32,9,1.0
2025-07-13,777124,7,Kauffman Stadium,id:7,5,1.0
2025-07-13,777125,2392,Daikin Park,id:2392,6,0.0
2025-07-13,777128,2602,Great American Ball Park,id:2602,6,1.0
2025-07-13,777129,2,Oriole Park at Camden Yards,id:2,12,0.0
2025-07-13,777130,3,Fenway Park,id:3,5,1.0
2025-07-15,778566,2681,Citizens Bank Park,id:2681,13,1.0
2025-07-18,777098,5325,Globe Life Field,id:5325,2,1.0
2025-07-18,777099,680,T-Mobile Park,id:680,7,1.0
2025-07-18,777100,15,Chase Field,id:15,10,1.0
2025-07-18,777101,17,Wrigley Field,id:17,5,1.0
2025-07-18,777102,19,Coors Field,id:19,10,1.0
2025-07-18,777103,22,Dodger Stadium,id:22,2,0.0
2025-07-18,777105,5,Progressive Field,id:5,14,1.0
2025-07-18,777106,2681,Citizens Bank Park,id:2681,11,0.0
2025-07-18,777107,31,PNC Park,id:31,11,0.0
2025-07-18,777108,14,Rogers Centre,id:14,4,1.0
2025-07-18,777109,4169,loanDepot park,id:4169,15,1.0
2025-07-18,777110,2523,George M. Steinbrenner Field,id:2523,12,1.0
2025-07-18,777111,3289,Citi Field,id:3289,12,0.0
2025-07-18,777112,3309,Nationals Park,id:3309,9,0.0
2025-07-18,777114,4705,Truist Park,id:4705,10,1.0
2025-07-19,777080,19,Coors Field,id:19,16,1.0
2025-07-19,777081,15,Chase Field,id:15,11,1.0
2025-07-19,777085,22,Dodger Stadium,id:22,15,0.0
2025-07-19,777086,680,T-Mobile Park,id:680,13,1.0
2025-07-19,777088,5325,Globe Life Field,id:5325,5,1.0
2025-07-19,777089,2681,Citizens Bank Park,id:2681,14,1.0
2025-07-19,777090,31,PNC Park,id:31,14,0.0
2025-07-19,777091,3309,Nationals Park,id:3309,6,1.0
2025-07-19,777092,3289,Citi Field,id:3289,7,0.0
2025-07-19,777093,4169,loanDepot park,id:4169,4,1.0
2025-07-19,777094,14,Rogers Centre,id:14,9,1.0
2025-07-19,777095,2523,George M. Steinbrenner Field,id:2523,7,1.0
2025-07-19,777096,17,Wrigley Field,id:17,6,1.0
2025-07-19,777097,4705,Truist Park,id:4705,21,0.0
2025-07-19,777104,5,Progressive Field,id:5,10,0.0
2025-07-20,777067,680,T-Mobile Park,id:680,14,0.0
2025-07-20,777070,22,Dodger Stadium,id:22,11,0.0
2025-07-20,777071,15,Chase Field,id:15,8,1.0
2025-07-20,777072,19,Coors Field,id:19,8,0.0
2025-07-20,777073,5325,Globe Life Field,id:5325,3,0.0
2025-07-20,777074,31,PNC Park,id:31,9,0.0
2025-07-20,777075,17,Wrigley Field,id:17,7,0.0
2025-07-20,777076,2523,George M. Steinbrenner Field,id:2523,8,0.0
2025-07-20,777077,3309,Nationals Park,id:3309,9,0.0
2025-07-20,777078,2681,Citizens Bank Park,id:2681,10,0.0
2025-07-20,777079,14,Rogers Centre,id:14,14,1.0
2025-07-20,777082,4169,loanDepot park,id:4169,11,0.0
2025-07-20,777083,4705,Truist Park,id:4705,6,0.0
2025-07-20,777084,5,Progressive Field,id:5,10,1.0
2025-07-20,777087,3289,Citi Field,id:3289,5,1.0
2025-07-21,777050,680,T-Mobile Park,id:680,6,0.0
2025-07-21,777051,22,Dodger Stadium,id:22,7,1.0
2025-07-21,777053,19,Coors Field,id:19,8,0.0
2025-07-21,777055,15,Chase Field,id:15,9,0.0
2025-07-21,777057,5325,Globe Life Field,id:5325,9,1.0
2025-07-21,777059,2523,George M. Steinbrenner Field,id:2523,11,0.0
2025-07-21,777060,31,PNC Park,id:31,3,1.0
2025-07-21,777061,3289,Citi Field,id:3289,12,1.0
2025-07-21,777062,4169,loanDepot park,id:4169,3,0.0
2025-07-21,777063,2681,Citizens Bank Park,id:2681,5,1.0
2025-07-21,777064,3309,Nationals Park,id:3309,18,1.0
2025-07-21,777065,17,Wrigley Field,id:17,16,0.0
2025-07-21,777066,14,Rogers Centre,id:14,5,1.0
2025-07-21,777068,5,Progressive Field,id:5,15,1.0
2025-07-21,777069,4705,Truist Park,id:4705,14,1.0
2025-07-22,777035,680,T-Mobile Park,id:680,1,1.0
2025-07-22,777039,22,Dodger Stadium,id:22,17,0.0
2025-07-22,777040,15,Chase Field,id:15,4,0.0
2025-07-22,777042,3309,Nationals Park,id:3309,7,1.0
2025-07-22,777043,5325,Globe Life Field,id:5325,8,1.0
2025-07-22,777044,31,PNC Park,id:31,13,1.0
2025-07-22,777045,2681,Citizens Bank Park,id:2681,5,1.0
2025-07-22,777046,14,Rogers Centre,id:14,9,0.0
2025-07-22,777047,17,Wrigley Field,id:17,6,1.0
2025-07-22,777048,2523,George M. Steinbrenner Field,id:2523,7,1.0
2025-07-22,777049,19,Coors Field,id:19,12,1.0
2025-07-22,777052,4169,loanDepot park,id:4169,7,1.0
2025-07-22,777054,3289,Citi Field,id:3289,5,1.0
2025-07-22,777056,5,Progressive Field,id:5,9,1.0
2025-07-22,777058,4705,Truist Park,id:4705,9,0.0
2025-07-23,777022,22,Dodger Stadium,id:22,7,1.0
2025-07-23,777024,680,T-Mobile Park,id:680,12,0.0
2025-07-23,777026,3309,Nationals Park,id:3309,5,0.0
2025-07-23,777027,14,Rogers Centre,id:14,12,1.0
2025-07-23,777028,19,Coors Field,id:19,6,1.0
2025-07-23,777029,31,PNC Park,id:31,7,1.0
2025-07-23,777030,2523,George M. Steinbrenner Field,id:2523,20,0.0
2025-07-23,777031,17,Wrigley Field,id:17,12,0.0
2025-07-23,777032,15,Chase Field,id:15,7,0.0
2025-07-23,777033,5325,Globe Life Field,id:5325,3,1.0
2025-07-23,777034,3289,Citi Field,id:3289,9,1.0
2025-07-23,777036,5,Progressive Field,id:5,5,1.0
2025-07-23,777037,4169,loanDepot park,id:4169,5,1.0
2025-07-23,777038,2681,Citizens Bank Park,id:2681,17,0.0
2025-07-23,777041,4705,Truist Park,id:4705,12,0.0
2025-07-24,777018,1,Angel Stadium,id:1,6,0.0
2025-07-24,777019,5,Progressive Field,id:5,7,0.0
2025-07-24,777021,2394,Comerica Park,id:2394,15,0.0
2025-07-24,777023,2889,Busch Stadium,id:2889,16,1.0
2025-07-24,777025,2392,Daikin Park,id:2392,7,0.0
2025-07-25,777004,2395,Oracle Park,id:2395,9,0.0
2025-07-25,777005,2889,Busch Stadium,id:2889,3,1.0
2025-07-25,777006,1,Angel Stadium,id:1,5,1.0
2025-07-25,777007,2392,Daikin Park,id:2392,18,0.0
2025-07-25,777008,32,American Family Field,id:32,6,0.0
2025-07-25,777009,5325,Globe Life Field,id:5325,11,1.0
2025-07-25,777011,3312,Target Field,id:3312,1,1.0
2025-07-25,777012,3,Fenway Park,id:3,7,0.0
2025-07-25,777013,2602,Great American Ball Park,id:2602,9,1.0
2025-07-25,777014,31,PNC Park,id:31,1,0.0
2025-07-25,777015,3313,Yankee Stadium,id:3313,17,0.0
2025-07-25,777016,2394,Comerica Park,id:2394,8,0.0
2025-07-25,777017,4,Rate Field,id:4,17,1.0
2025-07-25,777020,2,Oriole Park at Camden Yards,id:2,11,0.0
2025-07-26,776985,2395,Oracle Park,id:2395,3,0.0
2025-07-26,776990,7,Kauffman Stadium,id:7,10,0.0
2025-07-26,776991,2392,Daikin Park,id:2392,6,0.0
2025-07-26,776992,2889,Busch Stadium,id:2889,4,0.0
2025-07-26,776993,5325,Globe Life Field,id:5325,11,1.0
2025-07-26,776994,4,Rate Field,id:4,7,0.0
2025-07-26,776995,1,Angel Stadium,id:1,9,0.0
2025-07-26,776996,32,American Family Field,id:32,11,0.0
2025-07-26,776997,3312,Target Field,id:3312,12,0.0
2025-07-26,776998,3,Fenway Park,id:3,6,1.0
2025-07-26,776999,2,Oriole Park at Camden Yards,id:2,18,1.0
2025-07-26,777000,2602,Great American Ball Park,id:2602,8,1.0
2025-07-26,777001,3313,Yankee Stadium,id:3313,13,0.0
2025-07-26,777002,31,PNC Park,id:31,2,1.0
2025-07-26,777003,2394,Comerica Park,id:2394,7,0.0
2025-07-26,777010,7,Kauffman Stadium,id:7,8,1.0
2025-07-27,776974,2395,Oracle Park,id:2395,8,0.0
2025-07-27,776975,7,Kauffman Stadium,id:7,5,1.0
2025-07-27,776976,2392,Daikin Park,id:2392,8,0.0
2025-07-27,776977,1,Angel Stadium,id:1,5,1.0
2025-07-27,776978,32,American Family Field,id:32,5,1.0
2025-07-27,776979,3312,Target Field,id:3312,9,0.0
2025-07-27,776980,2889,Busch Stadium,id:2889,11,0.0
2025-07-27,776981,5325,Globe Life Field,id:5325,9,1.0
2025-07-27,776982,2602,Great American Ball Park,id:2602,3,1.0
2025-07-27,776983,3,Fenway Park,id:3,7,1.0
2025-07-27,776984,31,PNC Park,id:31,6,1.0
2025-07-27,776986,2,Oriole Park at Camden Yards,id:2,6,1.0
2025-07-27,776987,2394,Comerica Park,id:2394,14,1.0
2025-07-27,776988,3313,Yankee Stadium,id:3313,7,1.0
2025-07-27,776989,4,Rate Field,id:4,9,0.0
2025-07-28,776957,2529,Sutter Health Park,id:2529,4,0.0
2025-07-28,776958,1,Angel Stadium,id:1,10,1.0
2025-07-28,776959,2680,Petco Park,id:2680,13,1.0
2025-07-28,776960,2889,Busch Stadium,id:2889,8,1.0
2025-07-28,776961,3312,Target Field,id:3312,9,1.0
2025-07-28,776964,2395,Oracle Park,id:2395,11,0.0
2025-07-28,776965,32,American Family Field,id:32,12,1.0
2025-07-28,776966,2,Oriole Park at Camden Yards,id:2,15,1.0
2025-07-28,776967,2602,Great American Ball Park,id:2602,7,0.0
2025-07-28,776968,5,Progressive Field,id:5,14,0.0
2025-07-28,776969,2392,Daikin Park,id:2392,3,0.0
2025-07-28,776970,3313,Yankee Stadium,id:3313,6,0.0
2025-07-28,776971,7,Kauffman Stadium,id:7,17,0.0
2025-07-28,776972,4,Rate Field,id:4,8,1.0
2025-07-28,776973,2394,Comerica Park,id:2394,6,1.0
2025-07-29,776943,2395,Oracle Park,id:2395,4,0.0
2025-07-29,776944,2529,Sutter Health Park,id:2529,7,1.0
2025-07-29,776945,1,Angel Stadium,id:1,13,1.0
2025-07-29,776946,2889,Busch Stadium,id:2889,5,0.0
2025-07-29,776947,2680,Petco Park,id:2680,8,1.0
2025-07-29,776949,3313,Yankee Stadium,id:3313,12,1.0
2025-07-29,776950,2392,Daikin Park,id:2392,11,1.0
2025-07-29,776951,5,Progressive Field,id:5,14,1.0
2025-07-29,776952,4,Rate Field,id:4,9,0.0
2025-07-29,776953,2394,Comerica Park,id:2394,14,1.0
2025-07-29,776954,3312,Target Field,id:3312,13,0.0
2025-07-29,776955,7,Kauffman Stadium,id:7,15,1.0
2025-07-29,776956,32,American Family Field,id:32,12,1.0
2025-07-29,776962,2,Oriole Park at Camden Yards,id:2,5,1.0
2025-07-29,776963,2602,Great American Ball Park,id:2602,9,0.0
2025-07-29,778372,2,Oriole Park at Camden Yards,id:2,20,1.0
2025-07-30,776929,32,American Family Field,id:32,13,0.0
2025-07-30,776930,2529,Sutter Health Park,id:2529,9,1.0
2025-07-30,776931,2680,Petco Park,id:2680,5,1.0
2025-07-30,776932,1,Angel Stadium,id:1,9,0.0
2025-07-30,776933,2395,Oracle Park,id:2395,3,0.0
2025-07-30,776934,2889,Busch Stadium,id:2889,2,0.0
2025-07-30,776935,3312,Target Field,id:3312,14,0.0
2025-07-30,776936,7,Kauffman Stadium,id:7,1,1.0
2025-07-30,776937,2392,Daikin Park,id:2392,10,1.0
2025-07-30,776938,3313,Yankee Stadium,id:3313,9,1.0
2025-07-30,776939,4,Rate Field,id:4,12,1.0
2025-07-30,776940,2394,Comerica Park,id:2394,9,1.0
2025-07-30,776941,2602,Great American Ball Park,id:2602,7,1.0
2025-07-30,776942,5,Progressive Field,id:5,5,1.0
2025-07-30,776948,2,Oriole Park at Camden Yards,id:2,17,0.0
2025-07-31,776923,680,T-Mobile Park,id:680,6,1.0
2025-07-31,776927,3313,Yankee Stadium,id:3313,11,1.0
2025-07-31,776928,2602,Great American Ball Park,id:2602,23,0.0
2025-08-01,776906,2680,Petco Park,id:2680,5,1.0
2025-08-01,776908,680,T-Mobile Park,id:680,7,1.0
2025-08-01,776913,2681,Citizens Bank Park,id:2681,9,1.0
2025-08-01,776914,2529,Sutter Health Park,id:2529,6,1.0
2025-08-01,776915,17,Wrigley Field,id:17,1,1.0
2025-08-01,776916,1,Angel Stadium,id:1,9,0.0
2025-08-01,776917,3309,Nationals Park,id:3309,25,0.0
2025-08-01,776918,2523,George M. Steinbrenner Field,id:2523,5,0.0
2025-08-01,776919,19,Coors Field,id:19,33,1.0
2025-08-01,776920,14,Rogers Centre,id:14,12,0.0
2025-08-01,776921,2602,Great American Ball Park,id:2602,5,1.0
2025-08-01,776922,3,Fenway Park,id:3,3,1.0
2025-08-01,776924,5,Progressive Field,id:5,5,1.0
2025-08-01,776925,4169,loanDepot park,id:4169,25,1.0
2025-08-01,776926,3289,Citi Field,id:3289,7,0.0
2025-08-02,776896,2680,Petco Park,id:2680,13,0.0
2025-08-02,776897,680,T-Mobile Park,id:680,10,0.0
2025-08-02,776898,1,Angel Stadium,id:1,1,0.0
2025-08-02,776899,2529,Sutter Health Park,id:2529,9,0.0
2025-08-02,776900,14,Rogers Centre,id:14,6,1.0
2025-08-02,776901,2523,George M. Steinbrenner Field,id:2523,4,1.0
2025-08-02,776902,17,Wrigley Field,id:17,7,0.0
2025-08-02,776903,3309,Nationals Park,id:3309,10,0.0
2025-08-02,776904,19,Coors Field,id:19,13,1.0
2025-08-02,776905,5,Progressive Field,id:5,9,1.0
2025-08-02,776909,3,Fenway Park,id:3,10,1.0
2025-08-02,776910,4169,loanDepot park,id:4169,2,1.0
2025-08-02,776911,3289,Citi Field,id:3289,18,1.0
2025-08-02,776912,2681,Citizens Bank Park,id:2681,12,0.0
2025-08-03,776881,2529,Sutter Health Park,id:2529,10,0.0
2025-08-03,776883,680,T-Mobile Park,id:680,9,1.0
2025-08-03,776884,2680,Petco Park,id:2680,10,1.0
2025-08-03,776885,1,Angel Stadium,id:1,13,1.0
2025-08-03,776886,19,Coors Field,id:19,14,0.0
2025-08-03,776887,3289,Citi Field,id:3289,16,0.0
2025-08-03,776888,17,Wrigley Field,id:17,8,1.0
2025-08-03,776889,2523,George M. Steinbrenner Field,id:2523,3,0.0
2025-08-03,776890,2681,Citizens Bank Park,id:2681,2,1.0
2025-08-03,776891,4169,loanDepot park,id:4169,10,1.0
2025-08-03,776892,5,Progressive Field,id:5,9,0.0
2025-08-03,776893,14,Rogers Centre,id:14,11,0.0
2025-08-03,776894,3309,Nationals Park,id:3309,17,0.0
2025-08-03,776895,3,Fenway Park,id:3,7,1.0
2025-08-03,776907,2602,Great American Ball Park,id:2602,6,0.0
2025-08-04,776867,1,Angel Stadium,id:1,6,1.0
2025-08-04,776870,22,Dodger Stadium,id:22,5,0.0
2025-08-04,776871,5325,Globe Life Field,id:5325,13,1.0
2025-08-04,776872,19,Coors Field,id:19,16,0.0
2025-08-04,776873,15,Chase Field,id:15,8,1.0
2025-08-04,776874,2394,Comerica Park,id:2394,9,1.0
2025-08-04,776875,4169,loanDepot park,id:4169,10,0.0
2025-08-04,776876,3289,Citi Field,id:3289,13,0.0
2025-08-04,776877,2681,Citizens Bank Park,id:2681,16,1.0
2025-08-04,776878,17,Wrigley Field,id:17,5,0.0
2025-08-04,776879,31,PNC Park,id:31,9,1.0
2025-08-04,776880,3,Fenway Park,id:3,13,1.0
2025-08-04,776882,4705,Truist Park,id:4705,4,0.0
2025-08-05,776848,1,Angel Stadium,id:1,10,0.0
2025-08-05,776852,15,Chase Field,id:15,15,0.0
2025-08-05,776854,19,Coors Field,id:19,14,0.0
2025-08-05,776855,5325,Globe Life Field,id:5325,2,1.0
2025-08-05,776857,680,T-Mobile Park,id:680,11,1.0
2025-08-05,776858,22,Dodger Stadium,id:22,18,1.0
2025-08-05,776860,17,Wrigley Field,id:17,6,0.0
2025-08-05,776861,2394,Comerica Park,id:2394,9,0.0
2025-08-05,776862,4169,loanDepot park,id:4169,10,0.0
2025-08-05,776863,3289,Citi Field,id:3289,5,0.0
2025-08-05,776864,3,Fenway Park,id:3,8,1.0
2025-08-05,776865,3309,Nationals Park,id:3309,23,0.0
2025-08-05,776866,31,PNC Park,id:31,9,0.0
2025-08-05,776868,2681,Citizens Bank Park,id:2681,5,1.0
2025-08-05,776869,4705,Truist Park,id:4705,9,0.0
2025-08-06,776836,19,Coors Field,id:19,21,0.0
2025-08-06,776838,15,Chase Field,id:15,5,0.0
2025-08-06,776839,22,Dodger Stadium,id:22,8,0.0
2025-08-06,776841,680,T-Mobile Park,id:680,14,1.0
2025-08-06,776843,1,Angel Stadium,id:1,9,0.0
2025-08-06,776844,31,PNC Park,id:31,6,0.0
2025-08-06,776845,5325,Globe Life Field,id:5325,5,0.0
2025-08-06,776846,3289,Citi Field,id:3289,5,0.0
2025-08-06,776847,17,Wrigley Field,id:17,7,1.0
2025-08-06,776849,4169,loanDepot park,id:4169,10,1.0
2025-08-06,776850,3309,Nationals Park,id:3309,3,1.0
2025-08-06,776851,2681,Citizens Bank Park,id:2681,6,0.0
2025-08-06,776853,4705,Truist Park,id:4705,9,0.0
2025-08-06,776856,3,Fenway Park,id:3,10,0.0
2025-08-06,776859,2394,Comerica Park,id:2394,13,0.0
2025-08-07,776830,680,T-Mobile Park,id:680,7,1.0
2025-08-07,776837,3309,Nationals Park,id:3309,6,0.0
2025-08-07,776840,31,PNC Park,id:31,7,1.0
2025-08-07,776842,4705,Truist Park,id:4705,14,1.0
2025-08-08,776820,2680,Petco Park,id:2680,12,0.0
2025-08-08,776821,5325,Globe Life Field,id:5325,10,0.0
2025-08-08,776822,2395,Oracle Park,id:2395,5,1.0
2025-08-08,776823,22,Dodger Stadium,id:22,6,1.0
2025-08-08,776824,680,T-Mobile Park,id:680,5,1.0
2025-08-08,776825,15,Chase Field,id:15,7,1.0
2025-08-08,776826,2889,Busch Stadium,id:2889,5,1.0
2025-08-08,776827,3312,Target Field,id:3312,13,1.0
2025-08-08,776828,32,American Family Field,id:32,5,1.0
2025-08-08,776829,31,PNC Park,id:31,5,1.0
2025-08-08,776831,2,Oriole Park at Camden Yards,id:2,5,1.0
2025-08-08,776832,2394,Comerica Park,id:2394,11,1.0
2025-08-08,776833,4,Rate Field,id:4,14,0.0
2025-08-08,776834,4705,Truist Park,id:4705,6,0.0
2025-08-08,776835,3313,Yankee Stadium,id:3313,8,0.0
2025-08-09,776802,2395,Oracle Park,id:2395,6,0.0
2025-08-09,776805,680,T-Mobile Park,id:680,11,1.0
2025-08-09,776807,2680,Petco Park,id:2680,9,1.0
2025-08-09,776808,22,Dodger Stadium,id:22,10,1.0
2025-08-09,776809,15,Chase Field,id:15,11,1.0
2025-08-09,776810,5325,Globe Life Field,id:5325,5,0.0
2025-08-09,776811,2,Oriole Park at Camden Yards,id:2,14,0.0
2025-08-09,776812,31,PNC Park,id:31,3,0.0
2025-08-09,776813,2394,Comerica Park,id:2394,11,0.0
2025-08-09,776814,4,Rate Field,id:4,4,0.0
2025-08-09,776815,3313,Yankee Stadium,id:3313,9,1.0
2025-08-09,776816,3312,Target Field,id:3312,2,0.0
2025-08-09,776817,32,American Family Field,id:32,11,1.0
2025-08-09,776818,2889,Busch Stadium,id:2889,10,0.0
2025-08-09,776819,4705,Truist Park,id:4705,14,1.0
2025-08-09,778431,4705,Truist Park,id:4705,8,1.0
2025-08-10,776788,22,Dodger Stadium,id:22,9,0.0
2025-08-10,776789,2680,Petco Park,id:2680,8,1.0
2025-08-10,776791,680,T-Mobile Park,id:680,9,1.0
2025-08-10,776793,2395,Oracle Park,id:2395,8,0.0
2025-08-10,776794,15,Chase Field,id:15,19,1.0
2025-08-10,776795,2889,Busch Stadium,id:2889,5,1.0
2025-08-10,776796,3312,Target Field,id:3312,8,1.0
2025-08-10,776797,3313,Yankee Stadium,id:3313,8,0.0
2025-08-10,776798,4,Rate Field,id:4,10,1.0
2025-08-10,776799,32,American Family Field,id:32,13,1.0
2025-08-10,776800,5325,Globe Life Field,id:5325,6,0.0
2025-08-10,776801,31,PNC Park,id:31,22,0.0
2025-08-10,776803,4705,Truist Park,id:4705,8,1.0
2025-08-10,776804,2,Oriole Park at Camden Yards,id:2,5,0.0
2025-08-10,776806,2394,Comerica Park,id:2394,14,1.0
2025-08-11,776779,1,Angel Stadium,id:1,11,1.0
2025-08-11,776780,2395,Oracle Park,id:2395,5,0.0
2025-08-11,776781,4,Rate Field,id:4,3,0.0
2025-08-11,776782,2392,Daikin Park,id:2392,13,1.0
2025-08-11,776783,2889,Busch Stadium,id:2889,5,1.0
2025-08-11,776784,7,Kauffman Stadium,id:7,11,1.0
2025-08-11,776785,5325,Globe Life Field,id:5325,13,1.0
2025-08-11,776786,32,American Family Field,id:32,8,1.0
2025-08-11,776787,2529,Sutter Health Park,id:2529,11,0.0
2025-08-11,776790,3313,Yankee Stadium,id:3313,8,1.0
2025-08-11,776792,2602,Great American Ball Park,id:2602,5,0.0
2025-08-12,776762,2529,Sutter Health Park,id:2529,6,1.0
2025-08-12,776763,1,Angel Stadium,id:1,13,1.0
2025-08-12,776764,5325,Globe Life Field,id:5325,5,0.0
2025-08-12,776767,2395,Oracle Park,id:2395,6,0.0
2025-08-12,776768,14,Rogers Centre,id:14,6,1.0
2025-08-12,776769,2392,Daikin Park,id:2392,15,0.0
2025-08-12,776770,7,Kauffman Stadium,id:7,13,1.0
2025-08-12,776771,32,American Family Field,id:32,14,1.0
2025-08-12,776772,3289,Citi Field,id:3289,18,1.0
2025-08-12,776773,4,Rate Field,id:4,15,1.0
2025-08-12,776774,3313,Yankee Stadium,id:3313,10,1.0
2025-08-12,776775,2889,Busch Stadium,id:2889,3,0.0
2025-08-12,776776,2,Oriole Park at Camden Yards,id:2,1,0.0
2025-08-12,776777,2602,Great American Ball Park,id:2602,7,1.0
2025-08-12,776778,5,Progressive Field,id:5,7,1.0
2025-08-13,776746,5325,Globe Life Field,id:5325,10,0.0
2025-08-13,776749,2395,Oracle Park,id:2395,12,0.0
2025-08-13,776751,2529,Sutter Health Park,id:2529,10,0.0
2025-08-13,776752,1,Angel Stadium,id:1,11,1.0
2025-08-13,776753,2392,Daikin Park,id:2392,5,1.0
2025-08-13,776754,4,Rate Field,id:4,1,0.0
2025-08-13,776755,32,American Family Field,id:32,17,1.0
2025-08-13,776756,3289,Citi Field,id:3289,17,0.0
2025-08-13,776757,14,Rogers Centre,id:14,5,0.0
2025-08-13,776758,2889,Busch Stadium,id:2889,11,0.0
2025-08-13,776759,7,Kauffman Stadium,id:7,15,0.0
2025-08-13,776760,3313,Yankee Stadium,id:3313,5,0.0
2025-08-13,776761,2,Oriole Park at Camden Yards,id:2,7,1.0
2025-08-13,776765,2602,Great American Ball Park,id:2602,8,1.0
2025-08-13,776766,5,Progressive Field,id:5,17,0.0
2025-08-14,776742,19,Coors Field,id:19,10,0.0
2025-08-14,776743,3309,Nationals Park,id:3309,5,1.0
2025-08-14,776744,3312,Target Field,id:3312,7,0.0
2025-08-14,776745,5,Progressive Field,id:5,13,1.0
2025-08-14,776747,14,Rogers Centre,id:14,3,1.0
2025-08-14,776748,3289,Citi Field,id:3289,7,0.0
2025-08-14,776750,2,Oriole Park at Camden Yards,id:2,8,1.0
2025-08-15,776727,22,Dodger Stadium,id:22,5,1.0
2025-08-15,776728,7,Kauffman Stadium,id:7,4,1.0
2025-08-15,776729,2395,Oracle Park,id:2395,13,0.0
2025-08-15,776730,19,Coors Field,id:19,7,1.0
2025-08-15,776731,2889,Busch Stadium,id:2889,7,0.0
2025-08-15,776732,3312,Target Field,id:3312,7,0.0
2025-08-15,776733,2392,Daikin Park,id:2392,7,0.0
2025-08-15,776734,2529,Sutter Health Park,id:2529,13,1.0
2025-08-15,776735,14,Rogers Centre,id:14,11,1.0
2025-08-15,776736,3289,Citi Field,id:3289,20,0.0
2025-08-15,776737,17,Wrigley Field,id:17,5,0.0
2025-08-15,776738,5,Progressive Field,id:5,2,0.0
2025-08-15,776739,3309,Nationals Park,id:3309,8,0.0
2025-08-15,776740,2602,Great American Ball Park,id:2602,18,0.0
2025-08-15,776741,3,Fenway Park,id:3,3,1.0
2025-08-16,776711,2395,Oracle Park,id:2395,3,0.0
2025-08-16,776712,7,Kauffman Stadium,id:7,8,1.0
2025-08-16,776713,2889,Busch Stadium,id:2889,20,0.0
2025-08-16,776715,19,Coors Field,id:19,17,1.0
2025-08-16,776716,3312,Target Field,id:3312,13,0.0
2025-08-16,776717,22,Dodger Stadium,id:22,6,1.0
2025-08-16,776718,2529,Sutter Health Park,id:2529,9,1.0
2025-08-16,776719,17,Wrigley Field,id:17,4,1.0
2025-08-16,776720,5,Progressive Field,id:5,11,0.0
2025-08-16,776721,2602,Great American Ball Park,id:2602,11,0.0
2025-08-16,776722,2392,Daikin Park,id:2392,9,1.0
2025-08-16,776723,14,Rogers Centre,id:14,16,1.0
2025-08-16,776724,3,Fenway Park,id:3,12,1.0
2025-08-16,776725,3309,Nationals Park,id:3309,2,1.0
2025-08-16,776726,3289,Citi Field,id:3289,4,1.0
2025-08-17,776697,22,Dodger Stadium,id:22,9,1.0
2025-08-17,776698,2889,Busch Stadium,id:2889,12,0.0
2025-08-17,776699,2529,Sutter Health Park,id:2529,16,0.0
2025-08-17,776700,3312,Target Field,id:3312,9,1.0
2025-08-17,776701,19,Coors Field,id:19,11,1.0
2025-08-17,776702,7,Kauffman Stadium,id:7,8,1.0
